bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publisher_country,country,latitude,longitude,coordinates,first_published,book_format,edition_avgRating,added_toShelves,first_author,num_contributors,size_of_publisher,size_of_author,book_count,is_serie,has_edition,book_age,category,genre_category,description,standardized_genres
45,agile web development with rails a pragmatic guide,dave thomas/david heinemeier hansson/leon breedt/mike clark/thomas  fuchs/andreas  schwarz,3.84,097669400x,9780976694007,eng,558,1430,59,7/28/2005,pragmatic bookshelf,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","july 15, 2005",paperback,3.82,2843.0,dave thomas,6,1,1,1,0,0,1,paperback,agile software development,"Rails is a full-stack, open source web framework that enables you to create full-featured, sophisticated web-based applications, but with a twist... A full Rails application probably has less total code than the XML you'd need to configure the same application in other frameworks. With this book you'll learn how to use ""ActiveRecord"" to connect business objects and database tables. No more painful object-relational mapping. Just create your business objects and let Rails do the rest. You'll learn how to use the ""Action Pack"" framework to route incoming requests and render pages using easy-to-write templates and components. See how to exploit the Rails service frameworks to send emails, implement web services, and create dynamic, user-centric web-pages using built-in Javascript and Ajax support. There are extensive chapters on testing, deployment, and scaling. You'll see how easy it is to install Rails using your web server of choice (such as Apache or lighttpd) or using its own included web server. You'll be writing applications that work with your favorite database (MySQL, Oracle, Postgres, and more) in no time at all. You'll create a complete online store application in the extended tutorial section, so you'll see how a full Rails application is developed---iteratively and rapidly. Rails strives to honor the Pragmatic Programmer's ""DRY Principle"" by avoiding the extra work of configuration files and code annotations. You can develop in real-time: make a change, and watch it work immediately. Forget XML. Everything in Rails, from templates to control flow to business logic, is written in Ruby, the language of choice for programmers who like to get the job done well (and leave work ontime for a change). Rails is the framework of choice for the new generation of Web 2.0 developers. Agile Web Development with Rails is the book for that generation, written by Dave Thomas (Pragmatic Programmer and author of Programming Ruby) and David Heinemeier Hansson, who created Rails.","Computer Science, Software Engineering, Agile"
50,hatchet brians saga 1,gary paulsen,3.72,0689840926,9780689840920,eng,208,270244,12017,4/1/2000,atheneum for young readers richard jackson,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","september 30, 1987",hardcover,3.76,547760.0,gary paulsen,1,1,1,1,1,0,0,hardcover,young adult fiction,"Brian is on his way to Canada to visit his estranged father when the pilot of his small prop plane suffers a heart attack. Brian is forced to crash-land the plane in a lake--and finds himself stranded in the remote Canadian wilderness with only his clothing and the hatchet his mother gave him as a present before his departure. Brian had been distraught over his parents' impending divorce and the secret he carries about his mother, but now he is truly desolate and alone. Exhausted, terrified, and hungry, Brian struggles to find food and make a shelter for himself. He has no special knowledge of the woods, and he must find a new kind of awareness and patience as he meets each day's challenges. Is the water safe to drink? Are the berries he finds poisonous? Slowly, Brian learns to turn adversity to his advantage--an invading porcupine unexpectedly shows him how to make fire, a devastating tornado shows him how to retrieve supplies from the submerged airplane. Most of all, Brian leaves behind the self-pity he has felt about his predicament as he summons the courage to stay alive. A story of survival and of transformation, this riveting book has sparked many a reader's interest in venturing into the wild.","Fiction, Children"
51,hatchet a guide for using hatchet in the classroom,donna ickes/edward sciranko/keith vasconcelles,4.0,1557344493,9781557344496,eng,48,36,2,8/28/1994,teacher created materials,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","august 28, 1994",paperback,3.95,74.0,donna ickes,3,1,1,1,0,0,1,paperback,activity programs in education,"This resource is directly related to its literature equivalent and filled with a variety of cross-curricular lessons to do before, during, and after reading the book. This reproducible book presents an exciting approach to teaching well-known literature! It includes sample plans, author information, vocabulary building ideas, cross-curriculum activities, sectional activities and quizzes, unit tests, and many ideas for culminating and extending the novel.","Education, Children"
53,guts the true stories behind hatchet and the brian books,gary paulsen,3.88,0385326505,9780385326506,eng,144,2067,334,1/23/2001,delacorte for young readers,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 2001",hardcover,3.88,5431.0,gary paulsen,1,1,1,1,0,0,1,hardcover,"authors, american","Guess what -- Gary Paulsen was being kind to Brian. In Guts , Gary tells the real stories behind the Brian books, the stories of the adventures that inspired him to write Brian Robeson's working as an emergency volunteer; the death that inspired the pilot's death in Hatchet ; plane crashes he has seen and near-misses of his own. He describes how he made his own bows and arrows, and takes readers on his first hunting trips, showing the wonder and solace of nature along with his hilarious mishaps and mistakes. He shares special memories, such as the night he attracted every mosquito in the county, or how he met the moose with a sense of humor, and the moose who made it personal. There's a handy chapter on ""Eating Eyeballs and Guts or The Fine Art of Wilderness Nutrition."" Recipes included. Readers may wonder how Gary Paulsen survived to write all of his books -- well, it took guts.",American Literature
54,molly hatchet 5 of the best,molly hatchet,4.33,1575606240,9781575606248,eng,56,6,0,6/10/2003,cherry lane music,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","june 10, 2003",paperback,3.86,18.0,molly hatchet,1,1,1,1,0,0,1,paperback,guitar music (rock),"(Play It Like It Is). Molly Hatchet is one of the classic Southern Rock bands, along with Lynyrd Skynyrd. They feature a three-guitar attack that has helped define rockin' boogie music. This songbook features five killer tunes transcribed in notes and tab exactly as recorded: * Beatin' the Odds * Bounty Hunter * Flirtin' with Disaster * Gator Country * Whiskey Man.","Music, Arts & Design, Comics"
55,hatchet jobs writings on contemporary fiction,dale peck,3.45,1595580271,9781595580276,en-us,228,99,16,11/1/2005,the new,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","may 19, 2004",paperback,3.52,231.0,dale peck,1,2,1,1,0,0,1,paperback,literary criticism,"Since the initial publication of Hatchet Jobs , the groves of literary criticism have echoed with the clatter of steel on wood. From heated panels at Book Expo in Chicago to contretemps at writers' watering holes in New York, voices―even fists―have been raised. Peck's bracing philippic proposes that contemporary literature is at a dead end. Novelists have forfeited a wider audience, succumbing to identity politicking and self-reflexive postmodernism. In the torrent of responses to this fulguration, opinions were not so much divided as cleaved in two with, for example, Carlin Romano contending that ""Peck's judgments are worse than nasty―they are hysterical"" and Benjamin Schwarz retorting that ""in his meticulous attention to diction, his savage wit, his exact and rollicking prose and his disdain for pseudointellectual flatulence, Dale Peck is Mencken's heir."" Hatchet Jobs includes swinging critiques of the work of, among others, Sven Birkerts, Julian Barnes, Philip Roth, Colson Whitehead, Jim Crace, Stanley Crouch, and Rick Moody.","Arts & Design, Criticism"
57,a changeling for all seasons changeling seasons 1,angela knight/sahara kelly/judy mays/marteeka karland/kate douglas/shelby morgen/lacey savage/kate hill/willa okati,3.76,1595962808,9781595962805,eng,304,167,4,11/1/2005,changeling,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","november 4, 2005",paperback,3.75,435.0,angela knight,9,1,1,1,1,0,1,paperback,fiction,"""A Changeling for All Seasons"" Ten unforgettable Erotic Tales to warm your nights and keep you in holiday spirits all year long! Angela Knight - A Vampire Christmas Sahara Kelly - A Christmas Pageant Judy Mays - Jingle Balls Marteeka Karland - Sealed with a Kiss Kate Douglas - My Valentine Shelby Morgen - Changeling Willa Okati - Elven Enchantment Kate Hill - Jolene's Pooka Lacey Savage - Chemistry to Burn Shelby Morgen - Troll under the Bridge Filled with the unexpected, ""A Changeling for All Seasons"" offers something to savor for every palate. From humorous to magical, from Christmas to St. Patrick's Day to the 4th of July, these stories are alight with unbridled lust, sensuous passion, and hot, hot sex, guaranteed to entangle your senses and leave you breathless.",Fiction
58,changeling changeling 1,delia sherman,3.6,0670059676,9780670059676,eng,256,978,111,8/17/2006,viking juvenile,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","august 17, 2006",hardcover,3.58,3608.0,delia sherman,1,1,1,1,1,0,1,hardcover,changelings,"Neef is a changeling, a human baby stolen by fairies and replaced with one of their own. She lives in ""New York Between,"" a Manhattan alongside our own, home to creatures of folklore. Protected by her fairy godmother until she breaks a Fairy Law, now she must face the challenge of the Green Lady of Central Park or be sacrificed! Neef is determined, but time is running out.","Fiction, Fantasy"
59,the changeling sea,patricia a. mckillip,4.06,0141312629,9780141312620,eng,137,4454,302,4/14/2003,firebird,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","october 1, 1988",mass market paperback,4.07,15128.0,patricia a mckillip,1,2,1,1,0,0,0,paperback,young adult fiction,"Since the day her father's fishing boat returned without him, Peri and her mother have mourned his loss. Her mother sinks into a deep depression and spends her days gazing out at the sea. Unable to control her anger and sadness any longer, Peri uses the small magic she knows to hex the sea. And suddenly into her drab life come the King's sons—changelings with strange ties to the underwater kingdom—a young magician, and, finally, love.","Fiction, Children"
61,the changeling,zilpha keatley snyder,4.17,0595321801,9780595321803,eng,228,1176,96,6/8/2004,iuniverse,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 1970",paperback,4.17,3134.0,zilpha keatley snyder,1,1,1,2,0,0,0,paperback,fiction,"Ivy Carson belonged to the notorious Carson family, which lived in a run-down house in suburban Rosewood. But Ivy was not a typical Carson. There was something wonderful about her. Ivy explained it by saying that she was a changeling, a child of supernatural parents who had been exchanged for the real Ivy Carson at birth. This classic book was first published in 1970. It was awarded a Christopher Medal and named an outstanding book for young people by the Junior Library Guild.",Fiction
63,the changeling,kate horsley,3.55,1590301943,9781590301944,eng,339,301,43,4/12/2005,shambhala,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","december 30, 2003",paperback,3.63,926.0,kate horsley,1,2,1,2,0,0,1,paperback,fiction,"Here, the author of the acclaimed Confessions of a Pagan Nun takes us to fourteenth-century Ireland for a strange and luminous tale of the elusive nature of identity and of triumph in adversity. The Changeling is the story of Grey, a peasant girl who is raised as a boy, and who, until adolescence, never doubts herself to be male. The revelation of her womanhood marks the beginning of her journey through a succession of changing identities—including son, wife, warrior, and mother—each of which brings its own special wisdom, but none of which, she discovers, can ultimately define her. In the course of her adventurous life, Grey deals with all the challenges of her tumultuous age—from political oppression to corrupt Church hierarchy to the horrors of the Black Death—ultimately finding peace and a kind of redemption by embracing the beautifully impermanent quality of identity that her unusual life has enabled her to understand. (Previously published in hardcover as The Changeling of Finnistuath .)",Fiction
